Candidate,Source,Date,Score
Clinton,huffingtonpost.com,2016-09-05,-0.2186982014666667
Clinton,huffingtonpost.com,2016-09-06,-0.061351973242105264
Clinton,huffingtonpost.com,2016-09-07,-0.029758344514285717
Clinton,huffingtonpost.com,2016-09-08,0.05726690093333333
Clinton,huffingtonpost.com,2016-09-09,-0.04691321734938462
Clinton,huffingtonpost.com,2016-09-10,-0.289726714
Clinton,huffingtonpost.com,2016-09-12,-0.30391012014090907
Clinton,huffingtonpost.com,2016-09-13,-0.15740443855769232
Clinton,huffingtonpost.com,2016-09-14,-0.1811318704895455
Clinton,huffingtonpost.com,2016-09-15,-0.15852631054705882
Clinton,huffingtonpost.com,2016-09-16,-0.25091986376666664
Clinton,huffingtonpost.com,2016-09-17,-0.129422754
Clinton,huffingtonpost.com,2016-09-18,0.00359154004
Clinton,huffingtonpost.com,2016-09-19,-0.09040667105
Clinton,huffingtonpost.com,2016-09-21,-0.11544412986153849
Clinton,huffingtonpost.com,2016-09-22,-0.08711185780888887
Clinton,huffingtonpost.com,2016-09-23,-0.07887383916250001
Clinton,huffingtonpost.com,2016-09-24,-0.171678515
Clinton,huffingtonpost.com,2016-09-26,-0.17155560211153847
Clinton,huffingtonpost.com,2016-09-27,-0.035509171836842116
Clinton,huffingtonpost.com,2016-09-28,-0.0935927656388889
Clinton,huffingtonpost.com,2016-09-30,-0.03222289185714286
Clinton,huffingtonpost.com,2016-10-01,-0.13921505808
Clinton,huffingtonpost.com,2016-10-02,-0.28354604466666666
Clinton,huffingtonpost.com,2016-10-03,-0.10536203611069765
Clinton,huffingtonpost.com,2016-10-04,-0.16532276755999997
Clinton,huffingtonpost.com,2016-10-05,-0.30335600166666665
Clinton,huffingtonpost.com,2016-10-07,-0.04318319637333334
Clinton,msn.com,2016-08-14,-0.382420003
Clinton,msn.com,2016-08-15,-0.260104338
Clinton,msn.com,2016-08-16,-0.004362656033333338
Clinton,msn.com,2016-08-17,-0.14707984959999998
Clinton,msn.com,2016-08-18,-0.11780951437142856
Clinton,msn.com,2016-08-19,-0.13140746998181818
Clinton,msn.com,2016-08-20,-0.16991206849285717
Clinton,msn.com,2016-08-21,-0.08690764669166667
Clinton,msn.com,2016-08-22,-0.10227142630666668
Clinton,msn.com,2016-08-23,-0.2545864284625
Clinton,msn.com,2016-08-24,-0.26408250927333327
Clinton,msn.com,2016-08-25,-0.2623909287833333
Clinton,msn.com,2016-08-26,-0.23597974177999997
Clinton,msn.com,2016-08-27,-0.07334869915
Clinton,msn.com,2016-08-28,-0.1280083
Clinton,msn.com,2016-08-29,-0.177138001
Clinton,msn.com,2016-08-30,-0.12902233446666667
Clinton,msn.com,2016-08-31,-0.2568966126148276
Clinton,msn.com,2016-09-01,-0.16397154136363634
Clinton,msn.com,2016-09-02,-0.280350223125
Clinton,msn.com,2016-09-03,-0.2418960035
Clinton,msn.com,2016-09-04,0.04988073186666667
Clinton,msn.com,2016-09-05,-0.19736557225133333
Clinton,msn.com,2016-09-06,-0.2063503965583334
Clinton,msn.com,2016-09-07,-0.2119982132769231
Clinton,msn.com,2016-09-08,-0.38164800024999995
Clinton,msn.com,2016-09-09,-0.23652099239333335
Clinton,msn.com,2016-09-10,-0.101722607375
Clinton,msn.com,2016-09-11,0.005239180480000003
Clinton,msn.com,2016-09-12,-0.4091686703333333
Clinton,msn.com,2016-09-13,-0.29488070818181816
Clinton,msn.com,2016-09-14,-0.12221031436842104
Clinton,msn.com,2016-09-15,-0.1607505524
Clinton,msn.com,2016-09-16,-0.125792030745
Clinton,msn.com,2016-09-17,-0.21382433945
Clinton,msn.com,2016-09-18,-0.1369355728666667
Clinton,msn.com,2016-09-19,-0.30464239849999997
Clinton,msn.com,2016-09-21,-0.13189527434848486
Clinton,msn.com,2016-09-22,-0.17564414306538462
Clinton,msn.com,2016-09-23,-0.12331909276666668
Clinton,msn.com,2016-09-24,-0.12389254330000002
Clinton,msn.com,2016-09-25,-0.22739124847500003
Clinton,msn.com,2016-09-26,-0.1333909192337288
Clinton,msn.com,2016-09-27,-0.1378915508552778
Clinton,msn.com,2016-09-28,-0.24705147985
Clinton,msn.com,2016-09-29,-0.11996820171666667
Clinton,msn.com,2016-09-30,-0.16610869827200003
Clinton,msn.com,2016-10-01,-0.16933895811724137
Clinton,msn.com,2016-10-02,-0.21567133130000002
Clinton,msn.com,2016-10-03,-0.28069885728433336
Clinton,msn.com,2016-10-04,-0.19384881937621218
Clinton,msn.com,2016-10-07,-0.2145726139181818
Clinton,msnbc.com,2016-08-16,0.157037005
Clinton,msnbc.com,2016-08-18,0.14542118919666666
Clinton,msnbc.com,2016-08-20,0.191897005
Clinton,msnbc.com,2016-08-22,0.099865335
Clinton,msnbc.com,2016-08-23,0.10892194870000001
Clinton,msnbc.com,2016-08-24,0.12539293366666668
Clinton,msnbc.com,2016-08-26,0.11859799914285715
Clinton,msnbc.com,2016-08-28,0.1660776018
Clinton,msnbc.com,2016-08-30,0.07826305175
Clinton,msnbc.com,2016-08-31,0.16307020102222222
Clinton,msnbc.com,2016-09-01,0.0999511348111111
Clinton,msnbc.com,2016-09-02,0.20443942928571432
Clinton,msnbc.com,2016-09-06,0.19628545051999996
Clinton,msnbc.com,2016-09-07,0.0965290035
Clinton,msnbc.com,2016-09-08,0.1829394995
Clinton,msnbc.com,2016-09-09,0.13263694704999998
Clinton,msnbc.com,2016-09-10,0.198979504
Clinton,msnbc.com,2016-09-13,0.214655995
Clinton,msnbc.com,2016-09-14,0.15859447965
Clinton,msnbc.com,2016-09-15,0.2070593238125
Clinton,msnbc.com,2016-09-17,0.12000999949999999
Clinton,msnbc.com,2016-09-18,0.19516333466666666
Clinton,msnbc.com,2016-09-19,-0.004779528824999994
Clinton,msnbc.com,2016-09-21,0.009673245250000004
Clinton,msnbc.com,2016-09-22,0.07763626558333334
Clinton,msnbc.com,2016-09-23,0.029625024484615386
Clinton,msnbc.com,2016-09-24,0.22401341434482755
Clinton,msnbc.com,2016-09-26,0.20512064303548386
Clinton,msnbc.com,2016-09-27,0.1784414119597015
Clinton,msnbc.com,2016-09-28,0.17138519365357144
Clinton,msnbc.com,2016-09-30,0.16381080880952378
Clinton,msnbc.com,2016-10-01,0.189378003
Clinton,msnbc.com,2016-10-02,0.18223800499999998
Clinton,msnbc.com,2016-10-03,0.11556670156428572
Clinton,msnbc.com,2016-10-04,0.12593707373869564
Clinton,msnbc.com,2016-10-05,0.1826579986
Clinton,msnbc.com,2016-10-07,-0.08142055197499999
Clinton,mysanantonio.com,2016-08-16,0.115994997
Clinton,mysanantonio.com,2016-08-17,-0.2576929965
Clinton,mysanantonio.com,2016-08-18,-0.060428340920000004
Clinton,mysanantonio.com,2016-08-19,-0.040323219133333345
Clinton,mysanantonio.com,2016-08-20,-0.248350675
Clinton,mysanantonio.com,2016-08-21,-0.1385185497
Clinton,mysanantonio.com,2016-08-23,-0.103266001
Clinton,mysanantonio.com,2016-08-24,-0.02101336876666666
Clinton,mysanantonio.com,2016-08-25,-0.185879854592
Clinton,mysanantonio.com,2016-08-26,-0.1950104981
Clinton,mysanantonio.com,2016-08-27,-0.17178797964
Clinton,mysanantonio.com,2016-08-29,-0.00040806461666666644
Clinton,mysanantonio.com,2016-08-30,-0.1850208109125
Clinton,mysanantonio.com,2016-08-31,-0.37530157399999997
Clinton,mysanantonio.com,2016-09-04,-0.515896976
Clinton,mysanantonio.com,2016-09-05,-0.20382624385
Clinton,mysanantonio.com,2016-09-06,-0.2659680024
Clinton,mysanantonio.com,2016-09-07,-0.192537993
Clinton,mysanantonio.com,2016-09-09,-0.19677400957142854
Clinton,mysanantonio.com,2016-09-11,-0.458407998
Clinton,mysanantonio.com,2016-09-12,-0.1566242585733333
Clinton,mysanantonio.com,2016-09-13,-0.30842647889999997
Clinton,mysanantonio.com,2016-09-14,-0.03373972563727273
Clinton,mysanantonio.com,2016-09-15,-0.17223713440000002
Clinton,mysanantonio.com,2016-09-16,-0.09780406963000002
Clinton,mysanantonio.com,2016-09-18,-0.18459399799999998
Clinton,mysanantonio.com,2016-09-19,-0.3878390045
Clinton,mysanantonio.com,2016-09-20,-0.0863255015
Clinton,mysanantonio.com,2016-09-21,-0.30715237289999997
Clinton,mysanantonio.com,2016-09-22,-0.25400039729999996
Clinton,mysanantonio.com,2016-09-25,-0.06818235165799999
Clinton,mysanantonio.com,2016-09-26,0.08685927714285713
Clinton,mysanantonio.com,2016-09-27,-0.1128786783952381
Clinton,mysanantonio.com,2016-09-28,-0.08204259880000002
Clinton,mysanantonio.com,2016-09-29,0.05601059393333333
Clinton,mysanantonio.com,2016-09-30,-0.19278841749411768
Clinton,mysanantonio.com,2016-10-01,-0.20289488673333334
Clinton,mysanantonio.com,2016-10-02,-0.12486304917499999
Clinton,mysanantonio.com,2016-10-03,-0.26461549866666667
Clinton,mysanantonio.com,2016-10-04,0.1345600096
Clinton,newsmax.com,2016-08-16,-0.11386939879999998
Clinton,newsmax.com,2016-08-18,-0.2344998856
Clinton,newsmax.com,2016-08-19,-0.22589977189428567
Clinton,newsmax.com,2016-08-20,-0.013047330166666657
Clinton,newsmax.com,2016-08-21,-0.24162661533750002
Clinton,newsmax.com,2016-08-22,-0.2578792410714286
Clinton,newsmax.com,2016-08-23,-0.1487956201214286
Clinton,newsmax.com,2016-08-24,-0.23429202402727267
Clinton,newsmax.com,2016-08-26,-0.17328380082352937
Clinton,newsmax.com,2016-08-28,-0.19337884951666665
Clinton,newsmax.com,2016-08-30,-0.342878014
Clinton,newsmax.com,2016-08-31,-0.25250651605625
Clinton,newsmax.com,2016-09-01,-0.2440263965875
Clinton,newsmax.com,2016-09-02,-0.27630521816363635
Clinton,newsmax.com,2016-09-05,-0.26240328706666666
Clinton,newsmax.com,2016-09-06,-0.2145555778090909
Clinton,newsmax.com,2016-09-07,-0.19049962572083334
Clinton,newsmax.com,2016-09-08,-0.21882543229999998
Clinton,newsmax.com,2016-09-09,-0.335725623875
Clinton,newsmax.com,2016-09-10,-0.20832500399999998
Clinton,newsmax.com,2016-09-13,-0.2350843997
Clinton,newsmax.com,2016-09-14,-0.25601945873789467
Clinton,newsmax.com,2016-09-15,-0.24782779421052636
Clinton,newsmax.com,2016-09-16,-0.2165349945
Clinton,newsmax.com,2016-09-17,-0.2368494945
Clinton,newsmax.com,2016-09-18,-0.161668368275
Clinton,newsmax.com,2016-09-19,-0.765582979
Clinton,newsmax.com,2016-09-20,-0.31130299
Clinton,newsmax.com,2016-09-21,-0.16163035045555554
Clinton,newsmax.com,2016-09-22,-0.34602470331599994
Clinton,newsmax.com,2016-09-23,-0.2239722707666667
Clinton,newsmax.com,2016-09-24,-0.31820167099999996
Clinton,newsmax.com,2016-09-26,-0.09686106559760002
Clinton,newsmax.com,2016-09-27,-0.19134681015555552
Clinton,newsmax.com,2016-09-28,-0.18311793058235293
Clinton,newsmax.com,2016-09-30,-0.1043169274
Clinton,newsmax.com,2016-10-01,-0.1026521028
Clinton,newsmax.com,2016-10-02,-0.3280390028333333
Clinton,newsmax.com,2016-10-03,-0.23674702511500004
Clinton,newsmax.com,2016-10-04,-0.20684262203088233
Clinton,newsmax.com,2016-10-05,-0.23573
Clinton,newsmax.com,2016-10-07,-0.23109584630000005
Clinton,patch.com,2016-08-16,-0.193976
Clinton,patch.com,2016-08-18,0.0503521003
Clinton,patch.com,2016-08-19,-0.349154670025
Clinton,patch.com,2016-08-20,-0.04912539885
Clinton,patch.com,2016-08-22,-0.536030486
Clinton,patch.com,2016-08-23,-0.08954425175
Clinton,patch.com,2016-08-24,-0.23215556091999998
Clinton,patch.com,2016-08-26,-0.2865610045
Clinton,patch.com,2016-08-31,0.29376178498
Clinton,patch.com,2016-09-01,0.21649440325
Clinton,patch.com,2016-09-02,0.1362130045
Clinton,patch.com,2016-09-06,-0.11077274749999999
Clinton,patch.com,2016-09-07,-0.462520987
Clinton,patch.com,2016-09-09,-0.236993998
Clinton,patch.com,2016-09-15,-0.272571670345
Clinton,patch.com,2016-09-16,-0.0917975008
Clinton,patch.com,2016-09-21,0.19675920919999998
Clinton,patch.com,2016-09-22,-0.0517574995
Clinton,patch.com,2016-09-23,-0.08762100103333333
Clinton,patch.com,2016-09-24,0.0699157761111111
Clinton,patch.com,2016-09-26,-0.12963175347741943
Clinton,patch.com,2016-09-27,0.08128223235
Clinton,patch.com,2016-09-28,-0.219308004
Clinton,patch.com,2016-09-30,-0.09381982252499999
Clinton,patch.com,2016-10-01,-0.315988004
Clinton,patch.com,2016-10-02,0.017830467614285715
Clinton,patch.com,2016-10-03,-0.04459097990000001
Clinton,patch.com,2016-10-04,-0.1660612978
Clinton,reuters.com,2016-08-16,-0.087692675675
Clinton,reuters.com,2016-08-17,-0.20168500166666667
Clinton,reuters.com,2016-08-18,-0.1471997914909091
Clinton,reuters.com,2016-08-19,-0.1514581278181818
Clinton,reuters.com,2016-08-22,-0.1823630557
Clinton,reuters.com,2016-08-23,-0.21627573825999996
Clinton,reuters.com,2016-08-24,-0.4282598298333333
Clinton,reuters.com,2016-08-25,-0.070407675425
Clinton,reuters.com,2016-08-26,-0.321822246625
Clinton,reuters.com,2016-08-27,-0.11174350243333332
Clinton,reuters.com,2016-08-28,-0.0780500025
Clinton,reuters.com,2016-08-30,-0.08778575301666665
Clinton,reuters.com,2016-08-31,-0.1212770926185714
Clinton,reuters.com,2016-09-01,-0.14346942975384616
Clinton,reuters.com,2016-09-02,-0.24694817679250003
Clinton,reuters.com,2016-09-05,-0.2589278633923077
Clinton,reuters.com,2016-09-06,-0.30270430703333334
Clinton,reuters.com,2016-09-07,-0.2097225724285714
Clinton,reuters.com,2016-09-08,-0.1846950055
Clinton,reuters.com,2016-09-09,-0.0971230751
Clinton,reuters.com,2016-09-10,-0.24971209830000002
Clinton,reuters.com,2016-09-12,-0.137668802
Clinton,reuters.com,2016-09-13,-0.23954046038095236
Clinton,reuters.com,2016-09-14,-0.21787054602266667
Clinton,reuters.com,2016-09-15,-0.29381050160000005
Clinton,reuters.com,2016-09-16,-0.1057765989076923
Clinton,reuters.com,2016-09-17,-0.415313989
Clinton,reuters.com,2016-09-18,-0.338467525475
Clinton,reuters.com,2016-09-19,-0.4706195145
Clinton,reuters.com,2016-09-20,-0.1864318967
Clinton,reuters.com,2016-09-21,-0.1718854886228571
Clinton,reuters.com,2016-09-22,-0.1310244579703704
Clinton,reuters.com,2016-09-24,-0.1029044985
Clinton,reuters.com,2016-09-25,-0.18594797173
Clinton,reuters.com,2016-09-26,-0.16796114930740746
Clinton,reuters.com,2016-09-27,-0.22437796529142856
Clinton,reuters.com,2016-09-28,-0.14044675204444446
Clinton,reuters.com,2016-09-30,0.05448943582175
Clinton,reuters.com,2016-10-01,-0.12602341518333335
Clinton,reuters.com,2016-10-02,-0.37460409914
Clinton,reuters.com,2016-10-03,-0.18878041624999997
Clinton,reuters.com,2016-10-04,-0.22414810784499997
Clinton,reuters.com,2016-10-05,-0.27946034200000003
Clinton,reuters.com,2016-10-07,-0.36713250750000004
Clinton,srnnews.com,2016-08-16,-0.2507473353333333
Clinton,srnnews.com,2016-08-18,-0.4373331442857143
Clinton,srnnews.com,2016-08-19,-0.27313367462307697
Clinton,srnnews.com,2016-08-20,-0.18539835081800002
Clinton,srnnews.com,2016-08-21,-0.06956777866
Clinton,srnnews.com,2016-08-22,-0.4304807974
Clinton,srnnews.com,2016-08-23,-0.1383600011666667
Clinton,srnnews.com,2016-08-24,-0.22112495461666662
Clinton,srnnews.com,2016-08-26,-0.2099986773393333
Clinton,srnnews.com,2016-08-28,0.011148317995000006
Clinton,srnnews.com,2016-08-30,0.12382611601363634
Clinton,srnnews.com,2016-08-31,-0.0028845179818181767
Clinton,srnnews.com,2016-09-01,-0.018147590109999997
Clinton,srnnews.com,2016-09-02,-0.2621120065
Clinton,srnnews.com,2016-09-05,0.1539181274375
Clinton,srnnews.com,2016-09-06,-0.06675196511333334
Clinton,srnnews.com,2016-09-07,-0.2811999360645
Clinton,srnnews.com,2016-09-08,-0.30192866983333333
Clinton,srnnews.com,2016-09-09,-0.2304587367
Clinton,srnnews.com,2016-09-10,-0.29048747676733333
Clinton,srnnews.com,2016-09-11,-0.335276991
Clinton,srnnews.com,2016-09-12,-0.03963714093333333
Clinton,srnnews.com,2016-09-13,-0.14392981531409085
Clinton,srnnews.com,2016-09-14,-0.26999572496253454
Clinton,srnnews.com,2016-09-15,-0.3517921549612905
Clinton,srnnews.com,2016-09-16,-0.253582984175
Clinton,srnnews.com,2016-09-17,-0.3978894617655555
Clinton,srnnews.com,2016-09-18,-0.19354062237499997
Clinton,srnnews.com,2016-09-21,-0.256992002
Clinton,srnnews.com,2016-09-22,-0.22971005041304346
Clinton,srnnews.com,2016-09-23,-0.3034305950647059
Clinton,srnnews.com,2016-09-24,-0.31917634561999997
Clinton,srnnews.com,2016-09-26,-0.15082688774062503
Clinton,srnnews.com,2016-09-27,-0.23002192273846156
Clinton,srnnews.com,2016-09-28,-0.2570104162111111
Clinton,srnnews.com,2016-09-30,-0.32302578017999994
Clinton,srnnews.com,2016-10-01,-0.33251273366282047
Clinton,srnnews.com,2016-10-02,-0.2672011522066666
Clinton,srnnews.com,2016-10-03,-0.27502490867596785
Clinton,srnnews.com,2016-10-04,-0.1258453234337037
Clinton,srnnews.com,2016-10-07,-0.323260665
Clinton,tbo.com,2016-08-16,-0.35346775137499997
Clinton,tbo.com,2016-08-18,-0.18845134517142856
Clinton,tbo.com,2016-08-19,-0.24503281996875004
Clinton,tbo.com,2016-08-20,-0.21442259741818184
Clinton,tbo.com,2016-08-21,-0.0850328232023077
Clinton,tbo.com,2016-08-22,-0.25128727384642857
Clinton,tbo.com,2016-08-23,-0.3188869253846154
Clinton,tbo.com,2016-08-24,-0.1482430391111111
Clinton,tbo.com,2016-08-26,-0.2384217869222222
Clinton,tbo.com,2016-08-28,-0.050129503166666665
Clinton,tbo.com,2016-08-30,-0.294535488
Clinton,tbo.com,2016-08-31,-0.19547665004999998
Clinton,tbo.com,2016-09-01,-0.2047416595875
Clinton,tbo.com,2016-09-02,-0.2473455394833333
Clinton,tbo.com,2016-09-05,-0.15602124825
Clinton,tbo.com,2016-09-06,-0.1779055295357143
Clinton,tbo.com,2016-09-07,-0.35369800533333323
Clinton,tbo.com,2016-09-08,-0.32899901249999997
Clinton,tbo.com,2016-09-09,-0.0363314202
Clinton,tbo.com,2016-09-10,-0.13422762462499999
Clinton,tbo.com,2016-09-13,-0.30904966599999995
Clinton,tbo.com,2016-09-14,-0.003390890975000005
Clinton,tbo.com,2016-09-15,-0.15756575991249996
Clinton,tbo.com,2016-09-16,-0.34205179779999995
Clinton,tbo.com,2016-09-17,-0.2787564332166667
Clinton,tbo.com,2016-09-18,-0.186718002
Clinton,tbo.com,2016-09-19,-0.3845039964
Clinton,tbo.com,2016-09-21,-0.2570835684214286
Clinton,tbo.com,2016-09-22,-0.16871108990833336
Clinton,tbo.com,2016-09-23,-0.2382998151631579
Clinton,tbo.com,2016-09-24,-0.2185312017583333
Clinton,tbo.com,2016-09-26,-0.012250391653866662
Clinton,tbo.com,2016-09-27,-0.19689579870272728
Clinton,tbo.com,2016-09-28,-0.10440086429999998
Clinton,tbo.com,2016-09-30,-0.38163300575
Clinton,tbo.com,2016-10-01,-0.24883292332499998
Clinton,tbo.com,2016-10-02,-0.33947629342727276
Clinton,tbo.com,2016-10-03,-0.19040121233730775
Clinton,tbo.com,2016-10-04,-0.14848330611851854
Clinton,tbo.com,2016-10-05,-0.16724838905555556
Clinton,tbo.com,2016-10-07,-0.21034763866363637
Clinton,thehill.com,2016-08-16,-0.20245933657272727
Clinton,thehill.com,2016-08-18,-0.14915089103076923
Clinton,thehill.com,2016-08-19,-0.24973399039090916
Clinton,thehill.com,2016-08-20,-0.17695631282666666
Clinton,thehill.com,2016-08-21,-0.25484360432083336
Clinton,thehill.com,2016-08-22,-0.28650524064545446
Clinton,thehill.com,2016-08-23,-0.2674023574235294
Clinton,thehill.com,2016-08-24,-0.2037473581032258
Clinton,thehill.com,2016-08-26,-0.3180674044166667
Clinton,thehill.com,2016-08-28,-0.11166531264227274
Clinton,thehill.com,2016-08-30,-0.2876848281666667
Clinton,thehill.com,2016-08-31,-0.29388000688823523
Clinton,thehill.com,2016-09-01,-0.2628085668171429
Clinton,thehill.com,2016-09-02,-0.2338618385125
Clinton,thehill.com,2016-09-05,-0.36205374450000005
Clinton,thehill.com,2016-09-06,-0.22477998722292686
Clinton,thehill.com,2016-09-07,-0.3418733323068965
Clinton,thehill.com,2016-09-08,-0.30727266266666664
Clinton,thehill.com,2016-09-09,-0.2519970824764706
Clinton,thehill.com,2016-09-10,-0.24601154477499995
Clinton,thehill.com,2016-09-13,-0.22933800033333332
Clinton,thehill.com,2016-09-14,-0.152881084788
Clinton,thehill.com,2016-09-15,-0.19024868480750004
Clinton,thehill.com,2016-09-16,-0.020604233566666665
Clinton,thehill.com,2016-09-17,-0.26717065016666663
Clinton,thehill.com,2016-09-18,-0.35462443128571436
Clinton,thehill.com,2016-09-19,-0.18796196273846155
Clinton,thehill.com,2016-09-21,-0.2521068524727273
Clinton,thehill.com,2016-09-22,-0.2746687806867317
Clinton,thehill.com,2016-09-23,-0.34426986099999995
Clinton,thehill.com,2016-09-24,-0.13916868124020002
Clinton,thehill.com,2016-09-26,-0.22009016115795915
Clinton,thehill.com,2016-09-27,-0.27602129986
Clinton,thehill.com,2016-09-28,-0.26245795287428575
Clinton,thehill.com,2016-09-30,-0.26483806922759456
Clinton,thehill.com,2016-10-01,-0.3193865597857143
Clinton,thehill.com,2016-10-02,-0.25333124642499993
Clinton,thehill.com,2016-10-03,-0.3044958176472858
Clinton,thehill.com,2016-10-04,-0.2927505755935484
Clinton,thehill.com,2016-10-05,-0.1839232984125
Clinton,thehill.com,2016-10-07,-0.3629322704409091
Clinton,theweek.com,2016-08-16,-0.17781377802000004
Clinton,theweek.com,2016-08-18,-0.14935411709683333
Clinton,theweek.com,2016-08-19,-0.23981949775
Clinton,theweek.com,2016-08-20,-0.2419826465
Clinton,theweek.com,2016-08-21,-0.2365109444222222
Clinton,theweek.com,2016-08-22,-0.20211057145
Clinton,theweek.com,2016-08-23,-0.20915849949999998
Clinton,theweek.com,2016-08-24,-0.1279669643268421
Clinton,theweek.com,2016-08-25,-0.213251993
Clinton,theweek.com,2016-08-26,-0.15242465009444442
Clinton,theweek.com,2016-08-28,-0.06997119941666666
Clinton,theweek.com,2016-08-30,-0.160484001
Clinton,theweek.com,2016-08-31,-0.23064771507142856
Clinton,theweek.com,2016-09-01,-0.16005699049230768
Clinton,theweek.com,2016-09-02,-0.2333109975
Clinton,theweek.com,2016-09-05,-0.13032940035
Clinton,theweek.com,2016-09-06,-0.2751576043125
Clinton,theweek.com,2016-09-07,-0.22460009163636363
Clinton,theweek.com,2016-09-08,-0.0392033011
Clinton,theweek.com,2016-09-09,-0.20625645718181815
Clinton,theweek.com,2016-09-10,-0.15998299916666667
Clinton,theweek.com,2016-09-13,-0.15020725125
Clinton,theweek.com,2016-09-14,-0.17064677352631583
Clinton,theweek.com,2016-09-15,-0.14102192959227272
Clinton,theweek.com,2016-09-16,-0.17410522555555558
Clinton,theweek.com,2016-09-17,-0.0878202393
Clinton,theweek.com,2016-09-18,-0.1787425651
Clinton,theweek.com,2016-09-19,-0.18711066733333334
Clinton,theweek.com,2016-09-21,-0.2383800561764706
Clinton,theweek.com,2016-09-22,-0.19241517229268293
Clinton,theweek.com,2016-09-23,-0.16477570677142858
Clinton,theweek.com,2016-09-24,-0.13717390022857143
Clinton,theweek.com,2016-09-26,-0.12671370586928948
Clinton,theweek.com,2016-09-27,-0.15855427248181816
Clinton,theweek.com,2016-09-28,-0.20529155525
Clinton,theweek.com,2016-09-30,-0.25541780975
Clinton,theweek.com,2016-10-01,-0.13660873048333333
Clinton,theweek.com,2016-10-02,-0.1574424855
Clinton,theweek.com,2016-10-03,-0.2090946531666667
Clinton,theweek.com,2016-10-04,-0.16611603246538462
Clinton,theweek.com,2016-10-05,-0.16793099831249997
Clinton,theweek.com,2016-10-07,-0.236332998
Clinton,time.com,2016-08-14,0.192824006
Clinton,time.com,2016-08-15,0.18456089
Clinton,time.com,2016-08-16,0.2306114955
Clinton,time.com,2016-08-17,0.35152874125
Clinton,time.com,2016-08-18,-0.01588000349999999
Clinton,time.com,2016-08-19,0.3326445075
Clinton,time.com,2016-08-20,0.342519999
Clinton,time.com,2016-08-22,0.329889675
Clinton,time.com,2016-08-23,0.25437766833333336
Clinton,time.com,2016-08-24,0.308029002
Clinton,time.com,2016-08-25,0.21803000066666664
Clinton,time.com,2016-08-26,0.26872733233333335
Clinton,time.com,2016-08-27,0.12187353463333335
Clinton,time.com,2016-08-28,0.2272018044
Clinton,time.com,2016-08-29,0.19031257057142859
Clinton,time.com,2016-08-30,0.26622643014285713
Clinton,time.com,2016-08-31,0.290691377625
Clinton,time.com,2016-09-01,0.2817918032
Clinton,time.com,2016-09-02,0.30306400375
Clinton,time.com,2016-09-04,0.300765991
Clinton,time.com,2016-09-05,-0.0945227966
Clinton,time.com,2016-09-06,0.043644463750000015
Clinton,time.com,2016-09-07,0.34200620639999996
Clinton,time.com,2016-09-08,0.24970232933333336
Clinton,time.com,2016-09-09,0.074736801
Clinton,time.com,2016-09-10,0.266512007
Clinton,time.com,2016-09-11,-0.036071805600000006
Clinton,time.com,2016-09-12,0.307031006
Clinton,time.com,2016-09-13,0.2113375005
Clinton,time.com,2016-09-14,0.23909749824999998
Clinton,time.com,2016-09-15,0.05916366466666667
Clinton,time.com,2016-09-16,0.11604559866000001
Clinton,time.com,2016-09-19,-0.08616684945000001
Clinton,time.com,2016-09-21,-0.06431801301
Clinton,time.com,2016-09-22,0.22007165866666667
Clinton,time.com,2016-09-24,0.015661493
Clinton,time.com,2016-09-25,0.380497992
Clinton,time.com,2016-09-26,-0.13397688672333333
Clinton,time.com,2016-09-27,-0.160998002
Clinton,time.com,2016-09-28,-0.122915998
Clinton,time.com,2016-09-29,0.222013995
Clinton,time.com,2016-09-30,-0.443080008
Clinton,time.com,2016-10-02,-0.570746005
Clinton,time.com,2016-10-03,0.100015
Clinton,townhall.com,2016-08-16,-0.0864533372
Clinton,townhall.com,2016-08-18,-0.357288023425
Clinton,townhall.com,2016-08-19,-0.1955334008
Clinton,townhall.com,2016-08-20,-0.35435272128571427
Clinton,townhall.com,2016-08-21,-0.033436411650000004
Clinton,townhall.com,2016-08-22,-0.27083937437500005
Clinton,townhall.com,2016-08-23,-0.29068812075571426
Clinton,townhall.com,2016-08-24,-0.2848767157526315
Clinton,townhall.com,2016-08-26,-0.41245040279999995
Clinton,townhall.com,2016-08-28,-0.2604272008
Clinton,townhall.com,2016-08-30,-0.13368753796000002
Clinton,townhall.com,2016-08-31,-0.2778925835577272
Clinton,townhall.com,2016-09-01,-0.24553910189999997
Clinton,townhall.com,2016-09-02,-0.18130467273166664
Clinton,townhall.com,2016-09-05,-0.2781632601
Clinton,townhall.com,2016-09-06,-0.23672012622608693
Clinton,townhall.com,2016-09-07,-0.27513568724615384
Clinton,townhall.com,2016-09-08,-0.3785200045
Clinton,townhall.com,2016-09-09,-0.28870799499999994
Clinton,townhall.com,2016-09-10,-0.457191994
Clinton,townhall.com,2016-09-12,-0.14504200233333334
Clinton,townhall.com,2016-09-13,-0.1376991981
Clinton,townhall.com,2016-09-14,-0.18210832374166666
Clinton,townhall.com,2016-09-15,-0.24961388772125004
Clinton,townhall.com,2016-09-16,-0.1869549632
Clinton,townhall.com,2016-09-17,-0.05746298912857143
Clinton,townhall.com,2016-09-18,-0.158341005
Clinton,townhall.com,2016-09-19,-0.20778087325352945
Clinton,townhall.com,2016-09-21,-0.15795309087916665
Clinton,townhall.com,2016-09-22,-0.13025854638409087
