Score
-0.330565989
-0.328994257
-0.309997009
-0.092551942
-0.178556055
-0.283296757
-0.016458524
-0.125573298
-0.245413447
-0.197726003
0.108044755
-0.2786253
-0.295138647
-0.018277252
-0.097639176
-0.111698664
-0.292739368
-0.261352692
-0.148486361
-0.159753557
-0.200528736
-0.234317411
-0.228714941
-0.268425642
-0.15952729
-0.213670592
-0.226650966
-0.221817035
-0.225744669
-0.127821374
-0.144447011
-0.220320172
-0.299333215
-0.215524552
-0.317298322
-0.258358993
-0.284848557
-0.153413396
-0.229419242
-0.316785008
-0.096838874
-0.01667745
-0.254897891
-0.112748432
-0.330426374
-0.238515347
-0.176506694
-0.311862865
-0.213586429
-0.228489456
-0.181593569
-0.227215364
-0.416481535
-0.244384433
0.232009945
0.443909705
0.264835604
0.283953265
0.349359656
0.380941797
0.381861573
0.295896083
-0.072558386
0.503947512
0.309824526
0.43027513
0.446399987
0.379748126
0.0890636
0.066408201
0.168315666
0.447400899
0.17888205
0.2232541
-0.065167431
0.211459495
0.201595627
0.261647115
0.239221519
0.33624792
0.328277983
-0.138514401
0.049562823
0.271488005
0.324681474
0.216190732
0.325051529
0.505565823
0.187776996
-0.242743999
-0.104050599
-0.158567995
0.012785339
0.17971519
0.07939075
0.105570144
-0.438097
0.290836433
-0.156234598
-0.241170185
-0.184543906
-0.120168334
-0.238967259
-0.108890815
-0.186972112
-0.084212609
-0.290728854
-0.175195944
-0.380419001
-0.277609667
-0.260313258
-0.246853497
-0.051650602
-0.263267994
-0.295288196
-0.232286075
-0.166046428
0.048665832
-0.0401676
-0.021441689
-0.211989835
-0.3194695
-0.248885331
-0.303736863
-0.129027566
-0.302281103
-0.06388655
-0.219598227
-0.202287463
-0.16870967
-0.09548134
-0.272704644
-0.20614928
-0.113937202
-0.329431313
-0.173074881
-0.23084489
-0.065387782
-0.473508493
-0.175352348
-0.106498198
-0.210692267
-0.19387988
-0.317588114
-0.22852627
-0.165644249
-0.372140608
-0.240721711
-0.212837883
-0.206242937
-0.109777336
-0.167460251
-0.32338328
-0.152660758
-0.383651529
-0.355226941
-0.345489794
-0.358703685
-0.36117718
-0.375908
-0.35759877
-0.261310087
-0.30882429
-0.382337665
-0.267010543
-0.354026665
-0.223868042
-0.398248166
-0.433687257
-0.375516996
-0.367442101
-0.388058941
-0.356869105
-0.301142433
-0.302011497
-0.324326083
-0.257921054
-0.27851728
-0.234697454
-0.347363111
-0.343797012
-0.268597007
-0.342256332
-0.423935347
-0.324348886
-0.326320103
-0.325002156
-0.212726975
-0.362553223
-0.323181269
-0.348728001
-0.351005003
-0.313508496
-0.164524279
-0.369487899
-0.345581559
-0.118431787
-0.172118485
-0.198932771
-0.18117348
-0.208249781
-0.217360202
-0.194510005
-0.29680528
-0.397275001
-0.286863852
-0.297264496
-0.225875074
-0.074862788
-0.192402521
-0.105891853
-0.075626065
-0.087892225
-0.187795997
-0.322451557
-0.26947485
-0.133063942
-0.151128868
-0.241425076
-0.1597592
-0.243619905
-0.189805873
-0.201144469
-0.178780098
-0.305238933
-0.248323499
-0.257004531
-0.214698002
-0.240724529
-0.290056753
-0.232786755
-0.072300688
0.043007303
-0.011087043
-0.244593562
-0.032827675
-0.311337474
-0.369638202
-0.026804755
-0.214265287
-0.251403738
-0.117701022
-0.141061293
-0.197889725
-0.223111309
-0.219113737
-0.17981245
-0.193951865
-0.220593315
-0.028999248
-0.06568993
-0.207135787
-0.173862821
-0.367445996
-0.100335769
-0.246089649
0.061750378
-0.017829999
-0.151296053
-0.205855906
-0.199864873
-0.217049621
-0.385524005
-0.113769468
-0.303602006
-0.165302569
-0.469555604
-0.276637402
-0.222543374
-0.226960924
-0.100558582
-0.234103776
-0.230045381
-0.32448011
-0.132753364
-0.294244918
-0.209370664
-0.138400617
-0.149230564
-0.219525414
-0.309739497
-0.167013265
-0.317295501
-0.311327368
-0.205011308
-0.174773689
-0.246889122
-0.098286882
-0.416612665
-0.185324919
-0.123067997
-0.153299333
-0.09144916
-0.148844767
-0.051037793
-0.029554452
-0.142412332
-0.262710164
-0.238267931
-0.171931786
0.25434801
-0.222924714
-0.158901756
-0.130561505
0.00931837
-0.077325642
-0.116290152
-0.198822191
-0.11624449
-0.069804063
-0.113627992
-0.147058769
-0.193247135
-0.10082168
-0.149908767
-0.210454982
-0.147795753
-0.221746276
-0.025575864
-0.068933562
-0.067644783
-0.225057121
-0.193495259
-0.071842178
-0.041776914
0.020444701
-0.074672284
-0.163164162
-0.1102729
-0.132327672
0.033550698
-0.171208432
-0.177175125
-0.086575064
-0.147831356
-0.227732634
-0.139853117
-0.082868288
-0.059845768
-0.153240949
-0.237944355
-0.318672638
-0.106336088
-0.193775505
-0.265669859
-0.282820201
-0.073822365
-0.173531575
-0.166065934
-0.266401991
-0.105707179
-0.195374399
0.068851799
-0.301570165
-0.192520048
-0.0342905
-0.253696152
-0.297731183
-0.223726555
-0.20727274
-0.256322783
-0.149401295
-0.11824748
-0.100869095
-0.184799309
-0.290872201
-0.351668005
-0.231066143
-0.122338644
-0.205869379
-0.332189908
-0.139027446
-0.262103309
-0.110572069
-0.100853044
-0.500859022
-0.086757963
-0.190450811
-0.10284008
-0.219438722
-0.143793384
-0.145369043
-0.268181738
-0.215967634
-0.136478153
-0.049111989
-0.246122515
-0.275387832
-0.154325329
-0.255644739
-0.357481593
-0.042929254
-0.342192864
-0.221270086
-0.240383251
-0.188970563
-0.173550288
-0.206922331
-0.103993997
-0.305489397
-0.290068787
-0.224137746
-0.152565692
0.0767819
-0.134860799
-0.111990005
-0.283704244
-0.270595004
-0.274579515
-0.102552317
-0.372239998
-0.355299336
-0.250139153
-0.120143992
-0.152371253
-0.209636437
-0.225849247
-0.17556451
-0.213135938
-0.185492864
-0.162930837
-0.154599994
-0.098394585
-0.191156589
-0.244391513
-0.333278894
-0.195995875
-0.396485001
-0.172782651
-0.142181932
-0.342684123
-0.203802826
-0.061501471
-0.143608504
-0.330290998
-0.252626932
-0.281563791
-0.285225707
-0.195681248
-0.182018636
-0.179055231
-0.128055628
-0.017040512
-0.090601226
-0.175627322
-0.197666448
-0.200225727
-0.215886891
0.0517832
-0.2136885
-0.163023976
-0.189092622
-0.104540681
-0.159855796
-0.195943285
-0.223326064
-0.149713456
-0.177038997
0.009839254
-0.108986025
-0.026516387
-0.128654894
-0.137365474
-0.131182538
-0.118735199
-0.125324753
-0.123199516
-0.089801223
-0.086248901
-0.11191219
-0.262530222
-0.301800013
-0.212143725
-0.238862216
-0.280768007
-0.185684614
-0.156259995
-0.129948374
-0.191097685
-0.0300212
-0.223821392
-0.117543869
-0.028116617
-0.044128868
-0.034123059
-0.062875886
-0.079021699
-0.11031935
-0.373351008
-0.193899006
-0.250967639
-0.290753735
-0.131796992
-0.149385819
-0.264231696
-0.061542192
-0.119272721
-0.204197221
-0.177013002
-0.261725992
-0.530861512
-0.202032622
-0.1138888
-0.197597939
-0.0145014
-0.125478074
-0.477578998
-0.112999803
-0.183181003
-0.317623071
-0.015628037
-0.2202361
